id,categoria,nombre,marca,descripcion,unidad_medida,precio_unitario,tipo_suelo,resistencia_climática,facilidad_instalación,mantenimiento_requerido,compatible_calefacción_radiante,cumple_normativa_UE,precio_m2_estimado,recomendado_zonas_húmedas,moneda
545,Tubería,BuildMaster Tubería,BuildMaster,BuildMaster - Tubería alta calidad para construcción profesional,rollo,779.71,Piedra Natural,Media,Media,Alto,Sí,True,779.71,No,EUR
546,Madera,BuildPro Madera,BuildPro,BuildPro - Madera resistente para construcción profesional,saco,109.12,Vinilo,Alta,Fácil,Bajo,No,True,54.56,Sí,EUR
547,Bloques,BuildMaster Bloques,BuildMaster,BuildMaster - Bloques estructural para construcción profesional,m²,938.83,Piedra Natural,Media,Media,Alto,Sí,True,938.83,Sí,EUR
548,Cemento,HomeBuilder Cemento,HomeBuilder,HomeBuilder - Cemento secado rápido para construcción profesional,saco (25 kg),4.5,Mármol,Baja,Media,Alto,Sí,True,9.0,No,EUR
549,Ladrillos,HomeQuality Ladrillos,HomeQuality,HomeQuality - Ladrillos térmico para construcción profesional,saco,452.63,Laminado,Baja,Media,Alto,No,True,226.32,Sí,EUR
550,Grava,ConstructTech Grava,ConstructTech,ConstructTech - Grava clasificada para construcción profesional,saco (25 kg),2.8,Cerámica,Baja,Media,Bajo,Sí,True,5.6,Sí,EUR
551,Azulejos,ProConstruct Azulejos,ProConstruct,ProConstruct - Azulejos uso profesional para construcción profesional,m²,174.31,Cerámica,Alta,Media,Bajo,No,True,174.31,Sí,EUR
552,Azulejos,MaxiMaterials Azulejos,MaxiMaterials,MaxiMaterials - Azulejos alta calidad para construcción profesional,litro,322.47,Piedra Natural,Baja,Fácil,Alto,No,True,322.47,No,EUR
553,Selladores,ProConstruct Selladores,ProConstruct,ProConstruct - Selladores alta calidad para construcción profesional,litro,996.98,Vinilo,Alta,Media,Bajo,Sí,True,996.98,No,EUR
554,Pintura,Construmax Pintura,Construmax,Construmax - Pintura resistente para construcción profesional,unidad,300.46,Parquet,Baja,Compleja,Alto,No,True,300.46,Sí,EUR
555,Clavos,HomeBuilder Clavos,HomeBuilder,HomeBuilder - Clavos alta calidad para construcción profesional,metro lineal,433.87,Mármol,Media,Compleja,Alto,No,True,433.87,Sí,EUR
556,Varillas,BuildPro Varillas,BuildPro,BuildPro - Varillas resistente para construcción profesional,kg,74.2,Vinilo,Alta,Media,Bajo,No,True,1484.0,Sí,EUR
557,Azulejos,ProConstruct Azulejos,ProConstruct,ProConstruct - Azulejos durable para construcción profesional,saco,336.45,Mármol,Media,Compleja,Medio,Sí,True,168.22,Sí,EUR
558,Selladores,BuildPro Selladores,BuildPro,BuildPro - Selladores uso profesional para construcción profesional,rollo,851.77,Mármol,Baja,Compleja,Alto,Sí,True,851.77,No,EUR
559,Azulejos,BuildMaster Azulejos,BuildMaster,BuildMaster - Azulejos durable para construcción profesional,rollo,217.73,Vinilo,Alta,Fácil,Medio,Sí,True,217.73,No,EUR
560,Azulejos,BuildMaster Azulejos,BuildMaster,BuildMaster - Azulejos durable para construcción profesional,litro,20.53,Laminado,Baja,Media,Bajo,Sí,True,20.53,No,EUR
561,Selladores,Construmax Selladores,Construmax,Construmax - Selladores resistente para construcción profesional,unidad,647.03,Vinilo,Baja,Media,Bajo,No,True,647.03,Sí,EUR
562,Clavos,HomeBuilder Clavos,HomeBuilder,HomeBuilder - Clavos alta calidad para construcción profesional,m³,20.03,Piedra Natural,Baja,Fácil,Bajo,Sí,True,20.03,No,EUR
563,Tubería,Construmax Tubería,Construmax,Construmax - Tubería resistente para construcción profesional,rollo,199.49,Cerámica,Media,Compleja,Alto,Sí,True,199.49,Sí,EUR
564,Bloques,BuildPro Bloques,BuildPro,BuildPro - Bloques estructural para construcción profesional,m²,571.85,Laminado,Baja,Fácil,Alto,No,True,571.85,Sí,EUR
565,Tornillos,BuildPro Tornillos,BuildPro,BuildPro - Tornillos durable para construcción profesional,m³,659.2,Mármol,Media,Fácil,Medio,No,True,659.2,No,EUR
566,Cable eléctrico,HomeBuilder Cable eléctrico,HomeBuilder,HomeBuilder - Cable eléctrico alta calidad para construcción profesional,kg,494.68,Laminado,Alta,Compleja,Medio,No,True,9893.6,No,EUR
567,Tornillos,Construmax Tornillos,Construmax,Construmax - Tornillos uso profesional para construcción profesional,rollo,477.49,Laminado,Baja,Compleja,Alto,Sí,True,477.49,No,EUR
568,Clavos,MaxiMaterials Clavos,MaxiMaterials,MaxiMaterials - Clavos alta calidad para construcción profesional,metro lineal,526.8,Piedra Natural,Baja,Compleja,Alto,No,True,526.8,No,EUR
569,Grava,Construmax Grava,Construmax,Construmax - Grava clasificada para construcción profesional,saco (25 kg),2.8,Parquet,Alta,Compleja,Bajo,Sí,True,5.6,No,EUR
570,Ladrillos,MaxiMaterials Ladrillos,MaxiMaterials,MaxiMaterials - Ladrillos hueco para construcción profesional,kg,76.34,Cerámica,Baja,Media,Bajo,Sí,True,1526.8,Sí,EUR
571,Bloques,HomeQuality Bloques,HomeQuality,HomeQuality - Bloques pesado para construcción profesional,litro,247.53,Piedra Natural,Alta,Media,Bajo,Sí,True,247.53,No,EUR
572,Tornillos,BuildPro Tornillos,BuildPro,BuildPro - Tornillos alta calidad para construcción profesional,metro lineal,112.13,Mármol,Alta,Fácil,Alto,No,True,112.13,Sí,EUR
573,Madera,Construmax Madera,Construmax,Construmax - Madera uso profesional para construcción profesional,unidad,238.83,Piedra Natural,Baja,Media,Bajo,No,True,238.83,Sí,EUR
574,Tornillos,HomeQuality Tornillos,HomeQuality,HomeQuality - Tornillos alta calidad para construcción profesional,saco,299.89,Mármol,Media,Media,Medio,Sí,True,149.94,Sí,EUR
575,Grava,BuildPro Grava,BuildPro,BuildPro - Grava triturada para construcción profesional,saco (25 kg),2.8,Laminado,Baja,Compleja,Alto,Sí,True,5.6,No,EUR
576,Ladrillos,MaxiMaterials Ladrillos,MaxiMaterials,MaxiMaterials - Ladrillos hueco para construcción profesional,saco,119.48,Laminado,Baja,Fácil,Alto,No,True,59.74,Sí,EUR
577,Selladores,ConstructTech Selladores,ConstructTech,ConstructTech - Selladores alta calidad para construcción profesional,kg,228.09,Laminado,Baja,Media,Alto,No,True,4561.8,Sí,EUR
578,Grava,ProConstruct Grava,ProConstruct,ProConstruct - Grava clasificada para construcción profesional,saco (25 kg),2.8,Piedra Natural,Baja,Fácil,Bajo,No,True,5.6,Sí,EUR
579,Clavos,ProConstruct Clavos,ProConstruct,ProConstruct - Clavos alta calidad para construcción profesional,rollo,680.56,Laminado,Media,Media,Alto,Sí,True,680.56,Sí,EUR
580,Pintura,ProConstruct Pintura,ProConstruct,ProConstruct - Pintura durable para construcción profesional,m²,52.94,Parquet,Baja,Fácil,Alto,Sí,True,52.94,No,EUR
581,Pintura,HomeBuilder Pintura,HomeBuilder,HomeBuilder - Pintura uso profesional para construcción profesional,m²,133.57,Mármol,Baja,Compleja,Medio,No,True,133.57,No,EUR
582,Varillas,EliteTools Varillas,EliteTools,EliteTools - Varillas durable para construcción profesional,rollo,566.62,Cerámica,Alta,Media,Alto,Sí,True,566.62,No,EUR
583,Arena,MaxiMaterials Arena,MaxiMaterials,MaxiMaterials - Arena lavada para construcción profesional,saco (25 kg),2.5,Laminado,Alta,Fácil,Alto,Sí,True,5.0,No,EUR
584,Cable eléctrico,MasterBuild Cable eléctrico,MasterBuild,MasterBuild - Cable eléctrico uso profesional para construcción profesional,unidad,764.78,Vinilo,Media,Media,Alto,No,True,764.78,No,EUR
585,Clavos,HomeQuality Clavos,HomeQuality,HomeQuality - Clavos alta calidad para construcción profesional,metro lineal,276.41,Piedra Natural,Baja,Media,Medio,Sí,True,276.41,No,EUR
586,Grava,HomeBuilder Grava,HomeBuilder,HomeBuilder - Grava de río para construcción profesional,saco (25 kg),2.8,Mármol,Media,Compleja,Alto,Sí,True,5.6,Sí,EUR
587,Cable eléctrico,MasterBuild Cable eléctrico,MasterBuild,MasterBuild - Cable eléctrico durable para construcción profesional,saco,765.91,Mármol,Baja,Compleja,Medio,Sí,True,382.96,Sí,EUR
588,Ladrillos,MasterBuild Ladrillos,MasterBuild,MasterBuild - Ladrillos hueco para construcción profesional,unidad,317.43,Parquet,Alta,Fácil,Alto,Sí,True,317.43,Sí,EUR
589,Tubería,BuildPro Tubería,BuildPro,BuildPro - Tubería resistente para construcción profesional,unidad,952.48,Parquet,Baja,Compleja,Bajo,No,True,952.48,Sí,EUR
590,Arena,EliteTools Arena,EliteTools,EliteTools - Arena lavada para construcción profesional,saco (25 kg),2.5,Cerámica,Baja,Media,Alto,No,True,5.0,No,EUR
591,Tubería,EliteTools Tubería,EliteTools,EliteTools - Tubería resistente para construcción profesional,litro,293.4,Cerámica,Alta,Media,Medio,No,True,293.4,No,EUR
592,Tornillos,BuildPro Tornillos,BuildPro,BuildPro - Tornillos resistente para construcción profesional,unidad,389.88,Mármol,Baja,Compleja,Medio,Sí,True,389.88,No,EUR
593,Varillas,HomeBuilder Varillas,HomeBuilder,HomeBuilder - Varillas alta calidad para construcción profesional,kg,294.97,Laminado,Baja,Compleja,Bajo,No,True,5899.4,No,EUR
594,Cemento,EliteTools Cemento,EliteTools,EliteTools - Cemento alta resistencia para construcción profesional,saco (25 kg),4.5,Laminado,Baja,Fácil,Alto,No,True,9.0,No,EUR
595,Tubería,BuildPro Tubería,BuildPro,BuildPro - Tubería durable para construcción profesional,metro lineal,912.52,Mármol,Baja,Compleja,Medio,Sí,True,912.52,Sí,EUR
596,Grava,MasterBuild Grava,MasterBuild,MasterBuild - Grava clasificada para construcción profesional,saco (25 kg),2.8,Vinilo,Alta,Compleja,Alto,No,True,5.6,No,EUR
597,Cemento,EliteTools Cemento,EliteTools,EliteTools - Cemento secado rápido para construcción profesional,saco (25 kg),4.5,Vinilo,Media,Fácil,Bajo,No,True,9.0,Sí,EUR
598,Varillas,ProConstruct Varillas,ProConstruct,ProConstruct - Varillas durable para construcción profesional,metro lineal,827.48,Parquet,Alta,Media,Alto,Sí,True,827.48,Sí,EUR
599,Varillas,HomeQuality Varillas,HomeQuality,HomeQuality - Varillas uso profesional para construcción profesional,saco,735.87,Laminado,Alta,Fácil,Bajo,No,True,367.94,No,EUR
600,Selladores,BuildMaster Selladores,BuildMaster,BuildMaster - Selladores resistente para construcción profesional,m²,214.23,Vinilo,Media,Media,Medio,Sí,True,214.23,No,EUR
601,Bloques,HomeQuality Bloques,HomeQuality,HomeQuality - Bloques decorativo para construcción profesional,kg,274.16,Vinilo,Baja,Media,Bajo,Sí,True,5483.2,Sí,EUR
602,Selladores,BuildPro Selladores,BuildPro,BuildPro - Selladores resistente para construcción profesional,litro,848.63,Parquet,Baja,Media,Medio,Sí,True,848.63,No,EUR
603,Arena,MasterBuild Arena,MasterBuild,MasterBuild - Arena lavada para construcción profesional,saco (25 kg),2.5,Piedra Natural,Baja,Media,Bajo,No,True,5.0,No,EUR
604,Cable eléctrico,ConstructTech Cable eléctrico,ConstructTech,ConstructTech - Cable eléctrico durable para construcción profesional,rollo,88.46,Parquet,Baja,Fácil,Alto,No,True,88.46,Sí,EUR
605,Impermeabilizantes,HomeQuality Impermeabilizantes,HomeQuality,HomeQuality - Impermeabilizantes alta calidad para construcción profesional,rollo,441.97,Cerámica,Media,Compleja,Bajo,Sí,True,441.97,Sí,EUR
606,Arena,ProConstruct Arena,ProConstruct,ProConstruct - Arena fina para construcción profesional,saco (25 kg),2.5,Laminado,Alta,Compleja,Bajo,No,True,5.0,Sí,EUR
607,Ladrillos,MaxiMaterials Ladrillos,MaxiMaterials,MaxiMaterials - Ladrillos cara vista para construcción profesional,kg,385.64,Cerámica,Alta,Compleja,Bajo,Sí,True,7712.8,No,EUR
608,Madera,EliteTools Madera,EliteTools,EliteTools - Madera uso profesional para construcción profesional,m²,730.31,Vinilo,Media,Fácil,Alto,No,True,730.31,Sí,EUR
609,Arena,HomeQuality Arena,HomeQuality,HomeQuality - Arena fina para construcción profesional,saco (25 kg),2.5,Vinilo,Media,Media,Medio,Sí,True,5.0,Sí,EUR
610,Tornillos,MasterBuild Tornillos,MasterBuild,MasterBuild - Tornillos alta calidad para construcción profesional,metro lineal,783.61,Mármol,Baja,Compleja,Bajo,No,True,783.61,Sí,EUR
611,Ladrillos,MasterBuild Ladrillos,MasterBuild,MasterBuild - Ladrillos macizo para construcción profesional,kg,13.8,Laminado,Media,Media,Medio,Sí,True,276.0,No,EUR
612,Impermeabilizantes,ProConstruct Impermeabilizantes,ProConstruct,ProConstruct - Impermeabilizantes durable para construcción profesional,m²,23.97,Cerámica,Media,Compleja,Medio,Sí,True,23.97,No,EUR
613,Tubería,MaxiMaterials Tubería,MaxiMaterials,MaxiMaterials - Tubería alta calidad para construcción profesional,metro lineal,551.2,Cerámica,Alta,Fácil,Medio,No,True,551.2,No,EUR
614,Varillas,HomeBuilder Varillas,HomeBuilder,HomeBuilder - Varillas uso profesional para construcción profesional,saco,740.98,Parquet,Media,Fácil,Bajo,Sí,True,370.49,No,EUR
615,Tubería,BuildPro Tubería,BuildPro,BuildPro - Tubería durable para construcción profesional,unidad,742.73,Mármol,Alta,Compleja,Bajo,No,True,742.73,Sí,EUR
616,Ladrillos,Construmax Ladrillos,Construmax,Construmax - Ladrillos cara vista para construcción profesional,rollo,531.73,Cerámica,Alta,Fácil,Bajo,No,True,531.73,Sí,EUR
617,Grava,BuildMaster Grava,BuildMaster,BuildMaster - Grava triturada para construcción profesional,saco (25 kg),2.8,Cerámica,Alta,Media,Bajo,No,True,5.6,No,EUR
618,Impermeabilizantes,EliteTools Impermeabilizantes,EliteTools,EliteTools - Impermeabilizantes resistente para construcción profesional,rollo,212.31,Vinilo,Alta,Media,Bajo,No,True,212.31,Sí,EUR
619,Madera,MasterBuild Madera,MasterBuild,MasterBuild - Madera alta calidad para construcción profesional,litro,615.45,Piedra Natural,Alta,Fácil,Medio,No,True,615.45,No,EUR
620,Arena,Construmax Arena,Construmax,Construmax - Arena gruesa para construcción profesional,saco (25 kg),2.5,Cerámica,Alta,Fácil,Medio,Sí,True,5.0,Sí,EUR
621,Grava,MaxiMaterials Grava,MaxiMaterials,MaxiMaterials - Grava triturada para construcción profesional,saco (25 kg),2.8,Mármol,Media,Media,Medio,Sí,True,5.6,Sí,EUR
622,Madera,BuildPro Madera,BuildPro,BuildPro - Madera alta calidad para construcción profesional,metro lineal,193.65,Piedra Natural,Alta,Media,Medio,Sí,True,193.65,No,EUR
623,Varillas,MaxiMaterials Varillas,MaxiMaterials,MaxiMaterials - Varillas uso profesional para construcción profesional,metro lineal,501.65,Piedra Natural,Media,Fácil,Bajo,Sí,True,501.65,Sí,EUR
624,Ladrillos,BuildMaster Ladrillos,BuildMaster,BuildMaster - Ladrillos hueco para construcción profesional,litro,204.16,Cerámica,Baja,Media,Medio,No,True,204.16,No,EUR
625,Tubería,EliteTools Tubería,EliteTools,EliteTools - Tubería resistente para construcción profesional,metro lineal,133.17,Vinilo,Media,Compleja,Bajo,Sí,True,133.17,No,EUR
626,Grava,MaxiMaterials Grava,MaxiMaterials,MaxiMaterials - Grava clasificada para construcción profesional,saco (25 kg),2.8,Cerámica,Media,Media,Medio,No,True,5.6,No,EUR
627,Varillas,EliteTools Varillas,EliteTools,EliteTools - Varillas alta calidad para construcción profesional,m³,364.02,Piedra Natural,Baja,Compleja,Alto,No,True,364.02,No,EUR
628,Pintura,Construmax Pintura,Construmax,Construmax - Pintura alta calidad para construcción profesional,metro lineal,313.23,Cerámica,Alta,Fácil,Alto,Sí,True,313.23,No,EUR
629,Clavos,ProConstruct Clavos,ProConstruct,ProConstruct - Clavos alta calidad para construcción profesional,saco,609.97,Cerámica,Baja,Compleja,Medio,Sí,True,304.98,No,EUR
630,Arena,HomeQuality Arena,HomeQuality,HomeQuality - Arena fina para construcción profesional,saco (25 kg),2.5,Mármol,Baja,Compleja,Medio,Sí,True,5.0,Sí,EUR
631,Selladores,BuildMaster Selladores,BuildMaster,BuildMaster - Selladores durable para construcción profesional,m²,885.18,Cerámica,Alta,Compleja,Alto,No,True,885.18,Sí,EUR
632,Bloques,ProConstruct Bloques,ProConstruct,ProConstruct - Bloques divisorio para construcción profesional,kg,919.36,Piedra Natural,Baja,Compleja,Medio,No,True,18387.2,Sí,EUR
633,Azulejos,BuildPro Azulejos,BuildPro,BuildPro - Azulejos durable para construcción profesional,kg,917.7,Piedra Natural,Baja,Compleja,Alto,No,True,18354.0,Sí,EUR
634,Tubería,BuildMaster Tubería,BuildMaster,BuildMaster - Tubería durable para construcción profesional,unidad,87.21,Vinilo,Media,Compleja,Alto,Sí,True,87.21,Sí,EUR
635,Cemento,BuildMaster Cemento,BuildMaster,BuildMaster - Cemento para exteriores para construcción profesional,saco (25 kg),4.5,Cerámica,Media,Media,Alto,Sí,True,9.0,Sí,EUR
636,Madera,MasterBuild Madera,MasterBuild,MasterBuild - Madera uso profesional para construcción profesional,m²,242.59,Parquet,Baja,Fácil,Alto,No,True,242.59,No,EUR
637,Madera,ConstructTech Madera,ConstructTech,ConstructTech - Madera alta calidad para construcción profesional,saco,221.86,Piedra Natural,Media,Media,Medio,Sí,True,110.93,No,EUR
638,Grava,BuildPro Grava,BuildPro,BuildPro - Grava clasificada para construcción profesional,saco (25 kg),2.8,Vinilo,Baja,Compleja,Alto,Sí,True,5.6,Sí,EUR
639,Varillas,MaxiMaterials Varillas,MaxiMaterials,MaxiMaterials - Varillas uso profesional para construcción profesional,saco,129.8,Laminado,Alta,Fácil,Alto,No,True,64.9,No,EUR
640,Azulejos,MasterBuild Azulejos,MasterBuild,MasterBuild - Azulejos alta calidad para construcción profesional,unidad,682.58,Cerámica,Baja,Media,Alto,Sí,True,682.58,Sí,EUR
641,Impermeabilizantes,BuildPro Impermeabilizantes,BuildPro,BuildPro - Impermeabilizantes durable para construcción profesional,metro lineal,638.07,Vinilo,Media,Media,Alto,No,True,638.07,Sí,EUR
642,Cable eléctrico,Construmax Cable eléctrico,Construmax,Construmax - Cable eléctrico durable para construcción profesional,rollo,451.58,Piedra Natural,Baja,Media,Bajo,Sí,True,451.58,No,EUR
643,Cable eléctrico,Construmax Cable eléctrico,Construmax,Construmax - Cable eléctrico durable para construcción profesional,litro,846.08,Piedra Natural,Baja,Media,Alto,Sí,True,846.08,No,EUR
644,Ladrillos,EliteTools Ladrillos,EliteTools,EliteTools - Ladrillos macizo para construcción profesional,kg,760.45,Mármol,Alta,Fácil,Medio,No,True,15209.0,No,EUR
645,Madera,MaxiMaterials Madera,MaxiMaterials,MaxiMaterials - Madera alta calidad para construcción profesional,metro lineal,822.04,Cerámica,Alta,Media,Bajo,Sí,True,822.04,No,EUR
646,Bloques,ConstructTech Bloques,ConstructTech,ConstructTech - Bloques estructural para construcción profesional,saco,829.28,Mármol,Media,Compleja,Alto,Sí,True,414.64,Sí,EUR
647,Ladrillos,EliteTools Ladrillos,EliteTools,EliteTools - Ladrillos térmico para construcción profesional,m³,689.96,Parquet,Media,Fácil,Alto,Sí,True,689.96,Sí,EUR
648,Ladrillos,Construmax Ladrillos,Construmax,Construmax - Ladrillos hueco para construcción profesional,litro,300.99,Mármol,Alta,Media,Medio,No,True,300.99,Sí,EUR
649,Ladrillos,BuildPro Ladrillos,BuildPro,BuildPro - Ladrillos cara vista para construcción profesional,m³,795.13,Mármol,Baja,Fácil,Medio,No,True,795.13,No,EUR
650,Cemento,ConstructTech Cemento,ConstructTech,ConstructTech - Cemento uso general para construcción profesional,saco (25 kg),4.5,Laminado,Alta,Media,Bajo,No,True,9.0,Sí,EUR
